Type,Description,Municipality,Community,Update,ExpiryDate,ContractDate,SoldDate,ListPrice,Sold Price,Taxes,StreetName,StNumber,LSC,Days,perc,Bedroom,BedPlus,Baths,Front,ParkingDriveSpaces,Depth,GarageType,Pool,MLS,RemarksForBrokers,RemarksForClients,Extras,Address,PostalCode,Municipality District,Basement1,Basement2
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,2/16/2021,7/2/2021,2/11/2021,2/15/2021,"$899,000","$1,060,000","$4,245.64",Gar Lehman,52,Sld,4,118,3,,4,22,1,106,Attached,None,N5113003,"3D Virtual Tour Available, Include Sched B, 801& Disclosure, Offers Reviewed Feb 15, Register By 5Pm, Offer Review@7Pm, Email: Ericmcaron@Gmail.Com, No Pre-Emptive Offer, Buyer/Agent To Verify Taxes & Measurements, Covid Protocol (Mask Req. Sanitize Hands Upon Entry), Seller Rrea","Ultra Premium Ravine Lot! This Pristine 3Bdrm/4Bth Semi-Detached Home Has It All. Every Detail Meticulously Thought Through. Large Windows Throughout Allows For Natural Light. Luxurious Hardwood Floors On Main & 2nd Floor. Pot Lights Throughout. Designer Kitchen W/Ss Appliances, Quartz Counters And Large Island. Open Concept Living/Dining Room Ideal For Hosting. Spacious Finished Bsmt W/Walkout. Large Deck W/Unobstructed Ravine Views And All Day Sunshine","Conveniently Located Near Go Train, Smartcentre, Groceries, Lcbo, Parks, Schools, Community Centre, Library And Restaurants. Incl. All S/S Appliances, Washer/Dryer, Elfs, Window Coverings (Excl. Sheers), Cvac. Ro Water Purifier, Alarm, Gdo",52 Gar Lehman Ave,L4A0W8,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/23/2021,7/7/2021,1/21/2021,1/22/2021,"$949,000","$1,200,000","$4,978.38",Gar Lehman,42,Sld,1,126,3,,4,30.84,1,88,Attached,None,N5090206,"Please Bring Your Best Offer, With 24Hr Irrevocable. Email To Payne.Allison@Gmail.Com Include 801 And Schedule B. Deposit To Be Certified. Offer Presentation January 22,2021 @ 7:00Pm, Pls Reg By 5:00Pm",This 3 Bedroom + 4 Bathroom Home With A Finished Basement Backs Onto A Coveted Ravine Lot Nestled On A Quiet Child Friendly Street Surrounded By Highly Rated Schools And Close To One Of The Best Parks In Stouffville. Open-Concept Main Floor Features A Kitchen With Modern White Cabinetry With Walk-Out To Deck & Backyard Overlooking The Ravine. The Family Room & Basement Both Have Gas Fireplaces. The Bright & Expertly Finished Basement Walks-Out To The Ravine.,"Upgrades Include Rarely Offered 9Ft Ceilings And Oakwood Staircase. S/S Appliances: Fridge, Electric Stove, Built-In Dishwasher, Washer & Dryer. All Window Coverings, Shed In Yard. Exclude Freezer In Basement. Hot Water Tank (Rental).",42 Gar Lehman Ave,L4A0W8,Whitchurch-Stouffville,Fin W/O,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/5/2021,2/28/2021,11/17/2020,12/31/2020,"$1,788,000","$1,738,000","$8,688.61",Gar Lehman,194,Sld,44,97,5,,6,50.03,4,98,Built-In,None,N4991963,"2 Hours Notice And 1/2 Hr Showings. 72 Hr Irrevocable On All Offers, Include Form 801 And Property Specific Sched B (See Attachments). Offers Welcomed Anytime.","Impressive 5Bdrm Executive Home On A Dead-End Street W/No Neighbours Behind &Picturesque Country Views. Beautifully Landscaped W/Premium Pavers, Covered Front Porch &Over 4000 Sqft Plus Finished Bsmt! Stunning Home Features Hardwood Floors, Formal Office, Dining Rm W/Butler Pantry. Open Concept Layout W/Huge Great Rm Feat: Fireplace & Is Open To Breathtaking Kitchen W/Extended Cabinets, Quartz Counters Stainless Jenn-Air Appl, Oversized Centre Island","Breakfast Bar &More. Walkout To Covered Back Porch &Fully Fenced Yard. Master Retreat Feat: Walk-In Closet, Private Balcony W/South Exposure &Grand Ensuite. 3Baths Upstairs &2nd Floor Family Room. Main Flr Master W/4Pc &Finished Bsmt",194 Gar Lehman Ave,L4A 1V6,Whitchurch-Stouffville,Apartment,Finished
Detached,Bungalow,Whitchurch-Stouffville,Stouffville,2/5/2021,5/30/2021,1/30/2021,2/4/2021,"$899,900","$1,100,000","$4,898.66",Geoffrey,54,Sld,5,122,3,1,3,54.99,6,105,Attached,None,N5099235,1 Agent 2 Buyers Only No Children - Covid. Lst Agt Present As Per Seller Instr. Pls Register W/801 & Sch B & C. Offers Gratefully Reviewed Feb 4 At 2Pm Register By 12Pm. Seller Reserves The Right To Review Preemptive Offers. Buyer To Confirm Measurement & Taxes.,"Fairgate Bungalow With Open Concept Is Looking For A New Family. The Home Has Been Painted, & Updated With 3 Bedrooms On The Main Floor. Its Open Concept Is So Bright & Airy With A Walkout Off The Breakfast Area To Your Deck. Master Has A 4Pc Ensuite & W/I Closet. The Great Room Is Ready To Enjoy A Fire & Read A Book, Or Binge On Netflix. Finished Basement Has Inlaw Suite With Separate Entrance. The Rest Of The Basement Is Yours With A Gas Fireplace",Enjoy Storage Space And A Work Shop In The Basement. The Basement Inlaw Suite Is Perfect For A Nanny Or Extended Family. Close To Parks & The Lincolnville Go Train Station. Please Contact Your Agent For Offer Date Details.,54 Geoffrey Cres,L4A5B9,Whitchurch-Stouffville,Apartment,Sep Entrance
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/3/2021,6/30/2021,1/25/2021,2/2/2021,"$1,149,000","$1,165,900","$5,442.16",Geoffrey,142,Sld,8,101,4,1,4,72,4,105,Attached,None,N5096108,Showings-24 Hrs Notice 1/2 Hr Appts-Must Have 2 Business Days Irrevocable For All Offers-Email To L.A -Follow Covid Protocols-Prompt For Showings-Seller Does Not Warrant Retrofit Of Bsmt Apt,Just Move In! -Sought After Location !!!Situated On Quiet Cul-De-Sac-Spacious Family Home-Grand Foyer-Circular Oak Stairs-Renovated Kit-O/Looks Fam Rm-Island/B/Fast Bar-Granite Counters-Stone B/Splash-Eating Area -W/O To Patio & Private Yard-Southern Exposure-Hardwood On 1st & 2nd Flrs- Mutiple Fr Drs-Gas Fp-Crown Mouldings-Renovated Ensuite-Lg Shower-Mfl Laundry-Side Dr-Sep Ent To Spacious In-Law Apt--Walk To Schools-Parks-Shops-Close To Go Train-,Exclude-All Decor Wooden Shelves-Quilt & Rack-Inc-Hwt-W/Softner-All Lights-2 Stoves-2 Fridges-2 Dw-Micro On Main Flr-Washer/Dryer-Window Coverings-Garage Opener& Remote*Wooden Window Valances*- ** Assume Tenant Would Be Preferred,142 Geoffrey Cres,L4A5B7,Whitchurch-Stouffville,Finished,Sep Entrance
Detached,Bungalow-Ra...,Whitchurch-Stouffville,Stouffville,2/19/2021,4/30/2021,10/20/2020,2/2/2021,"$1,299,000","$1,275,000","$4,997.83",Geoffrey,276,Sld,105,98,3,3,3,65,4,100,Built-In,None,N4960660,"Ez 2 Show W/Lbx. Email To Rinocarac21@Gmail.Com. Please Register By 4Pm.Include Sch 'B',Form 801,& Copy Of 5%cert Dp Cheq. Buyers/Buyer's Agent To Verify All Measurements & Taxes. Seller/La Don't Warrant Retrofit Status Of Bsmt","***Wow Look No Further!***Mrs Clean Lives Here!*** Absolutely Stunning, Newly Renovated From Top To Bottom!*** This Home Is The One You've Been Waiting For!!!*** 6Bdrm (3+3),Huge Kitchen Featuring S/S Appliances W/Island!!!***Oak Stair Case & Hand Rail With Wrought Iron Pickets,Separate Ent To A In-Law Bsmt Apt Pot Lights, Crown Moulding, & So Much More!!!***","All Elf's & Win Coverings, C-Air & Vac, Smooth Ceilings, 2 Laundry Rms, Large Cantina, Water Softener, Hot Water Tank(2019), Hair Dresser Station (Room),W/O To Large Interlock Patio & Fully Fenced Yard, Exclude Hair Dresser Sink. S",276 Geoffrey Cres,L4A 5B3,Whitchurch-Stouffville,Apartment,Sep Entrance
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/6/2021,7/31/2021,2/2/2021,2/4/2021,"$999,000","$1,204,800","$4,858.00",Grayleaf,26,Sld,2,121,4,,3,36.09,2,90,Attached,None,N5101366,"Lock Box For Easy To Show! Please Attach Schedule B, Form 801, And 5% Bank Draft With Your Offer. Offer Presentation Monday, Feb.,08 7Pm. Seller Right To Accept Preemptive Offer.","Sitting On A Premium Lot,This Luxury Detach Home Located In High Demand Stouffv,Surrounding By All Detach, Located In Safe Close Road. Top $$spent On Upgrades,Tall Upper & Design Glass Cabinetry. 9' Ceiling On Main Flr, Dir Access To Garage.Hardwood Floor, Inter-Lot Front And Back Yard & The Spectacular Curb Appeal Huge Back Yard Bring A Lot Of Outdoor Space,Original Owner. High Rank School Zone.","S.S. (Fridge, Stove, Hood, B/I Dish Washer), All Elfs, All Existing Window Coverings And Rods, Washer/Dryer, Fireplace, Furnace And Garage Door Opener. Hardwood Floor.",26 Grayleaf Dr,L4A1S8,Whitchurch-Stouffville,Full,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/6/2021,6/25/2021,2/25/2021,3/5/2021,"$1,199,900","$1,350,000","$5,462.16",Greendale,126,Sld,8,113,4,1,4,141.96,3,0,Attached,None,N5127114,Please Attach Sch B & Email Offers To Darrahsmith@Hotmail.Com Offer Presentation Friday March 5 @ 12:00Pm. Buyer & Buyer Agent To Verify Taxes & Measurements! The Seller Reserves The Right To Review & Accept Pre-Empive Offers Thank You Very Much!,"This Absolutely Magnificent One-Of-A-Kind All Brick Executive Large Corner Family Home Features 4+1 Bed 4 Bath W/ An Entertainers Dream Fully Finished Basement! Upgraded Hw Floor, O/C Design, Eat-In Gourmet Kitchen W/Antique Brown Granite, Stunning Master Bedroom Retreat W/2 Way Fireplace, 5Pc Ensuite, W/I Closet. W/O From Living Rm To 480Sq/F Azek Composite Entertainment Deck W/Matching Composite Shed, Fence $300,000++ In High End Upgrades & So Much More!!","Elevation C. $100K Finished Bsmnt. Level 9 Upgraded. *Master Audio T/O. Kitchenaide- Fridge, Gas Stove, B/I D/W, B/I Mw Hr, Bbq. Washer. Dryer. Alarm System. Tankless Hw. Furnace(4Yr) Everything Owned. Certified Dolby Atmos(Negotiable).",126 Greendale Ave,L4A0S2,Whitchurch-Stouffville,Finished,Full
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/4/2021,5/25/2021,2/25/2021,3/2/2021,"$999,000","$1,260,000","$5,253.75",Greenhouse,83,Sld,5,126,5,,3,36.02,4,89,Attached,None,N5127173,Offers Tue. March 2nd @7Pm Pls Register By 5Pm By Calling Office And Sending Form 801 To Natasha.Omrin@Gmail.Com.***Offer Instructions Attached To Listing*** Attach Sch B & C To Offer. Min.5% Deposit. Please See Additional Attachments & Visit Virtual Tour Link For More Info.,"Welcome To This Newly Renovated 5-Bedroom Home Showcasing Quality Finishes Throughout! Enjoy A Stunning Modern Kitchen W/Ample Cabinets, Quartz Counters, Glass B/Splash, S/S Appl. & Porcelain Flrs; Ideal Layout W/Open Concept Kitchen&Fam Rm; Dual Sided Gas F/Place; 6"" Wide Plank Engineered Hwd Flrs Throughout; 9' Smooth Ceilings On Main Flr; Master Bdrm W/4Pc Ensuite, & His/Her Walk-In Closets; Unique 2nd Flr Layout W/5 Spacious Bdrms & 2nd Flr Laundry.","Kitchen Re-Model(20); New Engineered Hwd(As Recent As 19); Porcelain Floor(19); Newly Painted(Walls, Trim, Doors & Ceiling In 2020); New Window Coverings (20); Pressure Treated Wood Deck 13'X16' (20); New Front&Rear Sod(20) Central Vac(19)",83 Greenhouse Lane,L4A0R3,Whitchurch-Stouffville,Full,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/18/2021,6/30/2021,1/15/2021,2/18/2021,"$1,398,000","$1,335,000","$6,905.96",Greenwood,127,Sld,34,95,4,,5,57.56,4,148,Attached,None,N5085114,"Please Follow The Covid-19 Protocol, Wear Gloves And Masks, Do Not Touch Tenant Personal Stuff.24 Hours Notice Requested.Buyer Or Buyer Agent To Verify All Measurements And Taxes. Offer Please Send To Email Bxjchao@Gmail.Com. Seller Is Real Estate Agent Thank You For Showing.","Beautiful 4 Years New Detached House, Specious And Bright.4 Bedrooms, 5 Washrooms, Double Garages, Long Driveway No Side Walk.Renovated And Updated From Top To Bottom, 9- Ft Ceiling On Main Level, Builder Finished Basement With 4 Pc Ensuite. Extra Deep Lot. Stainless Steel Appliances, Granite Counter Top. A New Community And Quiet Neighbourhood Minutes Drive To Go Station And Amenities.","Fridge, Stove, Dishwasher, Washer And Dryer, Elfs, Window Coverings.",127 Greenwood Rd,L4A4N7,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/8/2021,3/27/2021,1/26/2021,2/8/2021,"$928,000","$1,039,980","$4,876.93",Hare Farm,9,Sld,13,112,4,,3,29.86,2,101,Attached,None,N5095316,"Lock Box Easy Showing. Please Bring You Best Offer With 24Hr Irre. Email To Realtormj888@Gmail.Com Include 801 And Schedule B. Deposit To Be Certified. Offer Presentation Feb 3rd,2021@7:00Pm, Pls Reg By 5:00.Buyer/Buyers Agent To Verify All Taxes, Msrmnts& Prop Info.Thanks.","This 4 Beds+3 Baths Beautiful Detached Home Built By Greenpark. 9 Ft Ceiling On 1st Fl. Close To Parks, Top Rate School,Go Train & Shops. Bright Layout With Open Concept Living/Dining. Kit Out Backyard. Huge Master Rm With 5Pcs Washrm And W/I Closet. New Painting(2019),New Counter Top (2019), New Hardwood Fl On First Fl And 2nd Fl Hallway. New Painting Deck(2018). Rough-In Gas Stove, Rough-In C/V, Rough-In 3Pcs Wsrm In Bsmt.Direct Access To Garage.","Fridge,Stove, Dishwasher, Range Hood, Washer & Dryer, Water Softener, All Existing Window Coverings , Garage Door Opener And Existing Electrical Lighting Fixtures.(Except Freezer In Basement)",9 Hare Farm Gate,L4A0Y7,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/8/2021,5/31/2021,2/26/2021,3/5/2021,"$889,000","$1,025,000","$4,350.00",Harry Sanders,19,Sld,7,115,3,,3,36.09,2,85,Attached,None,N5129200,"Floor Plan And Plan Of Subdivision Attached, Please Incl. Sch B & Form 801.Offers If Any, Will Be Reviewed On March 5th At 7 Pm Please Register By 6 Pm.Pls Allow 24 Hr Irrvc, Seller May Consider A Pre-Emptive Offer.Please Email Offer To Skavoosi@Trebnet.Com.Thank You For Showing!","Opportunity Knocks! This Bright 3 Bedroom 3 Bathroom Detached Home Is On A Wider 36' Lot And Is Located In A Desired Area Of Stouffville, Walking Distance To Highly Rated Wendat Village Ps And 5 Min To Go! This Home Shows Pride Of Ownership , Upgrades Includes: S/S Appliance ( 2020), Hardwood Flooring On The Main Floor, Front And Backyard Landscaping, Partially Finished Basement.","Elf, All Window Coverings, S/S: Fridge, Stove, Dishwasher, &Microwave - Washer/Dryer, Water Softener,1 Gdo & 1Remote,C/Vac & Attach Shed, Tv Mount In Master Excl: Bsmt Fridge & Freezer, Breakfast Area Light, Shelves In Bsmt, Hwt 39/ Month",19 Harry Sanders Ave,L4A0J8,Whitchurch-Stouffville,Part Fin,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/11/2021,6/2/2021,1/8/2021,1/9/2021,"$899,900","$1,000,000","$4,703.01",Harry Sanders,36,Sld,1,111,3,1,3,35.1,2,95,Attached,None,N5079428,Seller Received A Pre-Emptive Offer(S) And Will Be Reviewed At 7:30Pm January 9/21. 24 Hrs Irrev. Buyer/Agent To Verify All Msmnts & Taxes. 5% Bank Draft Deposit. Email Sch B & 801 To Janakyrealtor@Gmail.Com,"Beautiful Family Home Located In Great Neighborhood. 3 Bedroom + 1 Den (Laundry/Office), 2.5 Washrooms, Kitchen With Quartz Counter & Ceramic Backsplash. Living/Dining With Hardwood Floor & Pot Lights. Family Room With Fireplace, Bay Window & Hardwood Flooring. Upgraded Oak Stairwell With Broadloom Steps. Access Garage Thru Main Floor. Beautifully Landscaped Front & Backyard. Interlocking In Backyard. Plus Long Driveway With No Sidewalk.","Stainless Steel Fridge, Stainless Steel Stove, Stainless Steel Dishwasher, Washer & Dryer. All Appliances Purchased In 2019. Furnace Purchased In 2020. Includes All Window Blinds. Hot Water Tank Rental.",36 Harry Sanders Ave,L4A0J7,Whitchurch-Stouffville,Unfinished,
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,3/30/2021,5/31/2021,3/11/2021,,"$799,900",,"$3,616.03",Hiram Johnson,31,Ter,18,,3,,3,24.61,2,85,Attached,None,N5147294,"Attach Sch 'B' & Form 801 W/Offer, If Any, Send To Info@Peakproducersgroup.Com. Buyer & Buyer Agent To Verify The Measurements, Sqft & Taxes. Follow All Covid Protocols. Lbx For Easy Showing. Thank You For Showing. Offer Pres On Mon Mar 29th. Pls Reg By 5Pm. No Pre-Emptive.","Immaculate Family Residence In Prestigious Stouffville Area, .Just 10 Mins Drive To Markham Downtown. Mattamy Built! Upgraded Spotless Sun Filled Home Without Sidewalk! Freshly Painted! Hardwood Floors In Living Room. Bright Home W/Open Concept Living & Dining.Kitchen With Backsplash, Granite Counter Top W/Undermount Sink,Pot Light On Main Floor. Master W/Ensuite & W/I Closet. Brand New Carpet On 2nd Floor And Staircase.And Much More!!","Included: S/S New Fridge, Stove, B/I Dishwasher And Washer & Dryer. All Blinds And Curtains. All Light Fixtures",31 Hiram Johnson Rd,L4A0G7,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/15/2021,6/5/2021,3/5/2021,3/14/2021,"$989,900","$1,250,000","$4,825.24",Hiram Johnson,19,Sld,9,126,3,1,4,36.09,4,85,Attached,None,N5138515,"Offer Presentation March 14th @ 7:00Pm, Please Register By 6:00Pm. Follow Covid-19 Protocols. Pls Attach Sch B & C & 801 Form, Registrant's Disclosure & List Of Incl & Excl Items Attached, Deposit Bank Draft. All Measurements To Be Verified By Buyer/Buyer Agent. Thank You!","A Must See Stunning Home! Renovated W/ Top Quality Modern Finishes. Approx 2400+Sqf Of Living Spc/ Featuring A Brand New Kitchen, W/ A Luxurious Commercial Style Range Stove, Lrg Island W/Breakfast Bar & Marble Backsplash. Hardwood Floors In The Main Floor & Lots Of Windows For Enhanced Natural Light. The Bsmt Is Fully Renovated W/ An Ent Area That Includes An Electric Fireplace & A 2nd Kitchen. The Patio Is Beautifully Landscaped W/Interlocking & Spotlights.","S/S Fridge, S/S Stove, Dishwasher, Hood Vent, Microwave, Bsmt Stove, Bsmt Fridge,Bsmt Hood Vent, Washer, Dryer, All Window Coverings, Elfs, Cac, Water Heater Is Rented.",19 Hiram Johnson Rd,L4A0G7,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/27/2021,5/24/2021,2/25/2021,,"$1,177,000",,"$4,768.23",Hiram Johnson,68,Ter,29,,4,,3,36,2,85,Attached,None,N5128471,"**See Sched B For Full Lgl Descrip. Covid Protocols. 3rd List Agent Rel To Seller. Sub 801 & Sched B W/Ofrs W/24Hr Irrev To Kristy@Trentaduetorres.Com. Buyer/Buyers Agent Vrfy All Txs, Msrmnts & Propinfo. *Showings With Accepted Offer Only.","Welcoming 4 Bedroom House Waiting For You To Make It Home! Intricate Stonework Surrounds The House And Gives This Home Amazing Curb Appeal! Four Spacious Bedrooms With Large Windows And California Shutters! Main Floor Features Upgraded Kitchen With Quartz Countertops, Carrera Marble Backsplash And Laundry/Mudroom With Garage Access. In A Great Family Neighbourhood And Close To All Amenities And Top Rated Schools!","*See Virtual Tour. S/S Fridge, S/S Stove, S/S Dishwasher, Stacked Washer & Dryer, All Elfs, All Window Coverings, Water Softener, Gdo, Cvac, Gazebo Hwt (Rental) *Showings With Accepted Offer Only.",68 Hiram Johnson Rd,L4A0J1,Whitchurch-Stouffville,Full,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/24/2021,4/24/2021,2/5/2021,,"$1,188,000",,"$4,768.23",Hiram Johnson,68,Ter,19,,4,,3,36,2,85,Attached,None,N5106476,"**See Schedule B For Full Legal Description. Covid Protocols. Bkng Inquiries To 3rd List Agent Kristy (Rel To Seller) - 416-878-4459 Sub 801 & Sched B W/Ofrs W/24Hr Irrev To Kristy@Trentaduetorres.Com. Buyer/Buyers Agent Vrfy All Txs, Msrmnts & Propinfo.","Welcoming 4 Bedroom House Waiting For You To Make It Home! Intricate Stonework Surrounds The House And Gives This Home Amazing Curb Appeal! Four Spacious Bedrooms With Large Windows And California Shutters! Main Floor Features Upgraded Kitchen With Quartz Countertops, Carrera Marble Backsplash And Laundry/Mudroom With Garage Access. In A Great Family Neighbourhood And Close To All Amenities And Top Rate Schools!","*See Virtual Tour. S/S Fridge, S/S Stove, S/S Dishwasher, Stacked Washer & Dryer, All Elfs, All Window Coverings, Water Softener, Gdo, Cvac, Gazebo Hwt (Rental)",68 Hiram Johnson Rd,L4A0J1,Whitchurch-Stouffville,Full,
